BeerID;StyleID;Size(L);OG;FG;ABV;IBU;Color;BoilSize;BoilTime;BoilGravity;Efficiency;MashThickness;BrewMethod;PitchRate;PrimaryTemp;PrimingMethod;PrimingAmount;UserId
208;170;18.93;1.049;1.012;4.82;18.38;4.98;15.14;60;N/A;35;N/A;extract;0.35;24.44;Table Sugar;7oz or 14 Tbsp for 3.5 CO2;15224
209;12;22.71;1.069;1.017;6.75;58.76;40;29.34;90;1.053;70;N/A;All Grain;N/A;N/A;N/A;N/A;
210;7;22.71;1.07;1.016;6.99;67.84;6.96;30.28;75;1.052;70;1.25;All Grain;0.75;20;N/A;N/A;20984
211;7;21;1.067;1.014;6.91;73.25;4.96;25;60;1.056;73;N/A;BIAB;0.75;19;N/A;N/A;54364
212;7;45.42;1.068;1.012;7.38;122.86;6.55;64.35;90;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;380
213;7;22.71;1.076;1.018;7.64;67.76;5.85;30.28;90;1.057;75;1.75;All Grain;1;19.44;N/A;N/A;5889
214;12;18.93;1.102;1.024;10.26;79.21;40;18.93;60;N/A;35;N/A;extract;N/A;N/A;Corn Sugar;4 oz;
215;170;60.57;1.046;1.011;4.58;12.04;3.33;71.92;60;1.039;70;1.5;All Grain;0.35;20;N/A;N/A;16682
216;115;20.82;1.062;1.015;6.06;50.58;9.25;26.5;90;N/A;70;N/A;All Grain;1.5;10;Keg;10psi;
217;37;20.82;1.053;1.012;5.37;25.91;24.79;11.36;60;N/A;25;N/A;extract;N/A;N/A;Dextrose;3/4 Cup;
218;7;20.82;1.066;1.013;6.98;125.78;6.75;26.5;90;1.052;66;1.3;All Grain;1;20;Forced Carbonation;N/A;50283
219;26;28.39;1.082;1.01;9.42;41.93;4.72;28.39;90;1.068;73;N/A;All Grain;N/A;N/A;N/A;N/A;1569
220;129;20.82;1.062;1.012;6.5;40.18;27.53;26.5;60;1.049;75;N/A;All Grain;0.75;20;Keg Carbonation;2.4 vols;
221;10;21.77;1.057;1.017;5.29;57.28;8.4;26.5;60;1.047;73;2.96;All Grain;0.35;20;N/A;N/A;
222;9;20.82;1.04;1.007;4.41;14.69;2.48;30.66;90;1.027;80;1.5;All Grain;N/A;N/A;N/A;N/A;
223;64;18.93;1.063;1.001;8.11;0;7.17;18.93;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;2938
224;162;20.82;1.105;1.026;10.3;59.26;40;24.61;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;
225;92;19.87;1.049;1.009;5.2;20.68;13.91;11.36;50;1.086;35;N/A;extract;0.35;18.33;corn sugar;N/A;
226;76;20.82;1.047;1.012;4.59;1.19;11.54;28.39;0;1.034;85;N/A;All Grain;N/A;21.11;corn sugar;4oz;
227;170;20.82;1.057;1.014;5.6;0;4.22;18.93;90;N/A;65;2;All Grain;N/A;N/A;N/A;N/A;
228;94;20.82;1.047;1.016;4.09;22.76;4.35;27.44;60;1.036;70;2;All Grain;0.75;15.56;N/A;N/A;39959
229;7;18.93;1.071;1.013;7.54;79.63;14.8;26.5;60;1.051;75;N/A;All Grain;0.75;16.67;N/A;N/A;
230;7;19.68;1.045;1.011;4.48;61.29;8.31;11.36;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;
231;86;20;1.074;1.017;7.47;61.78;4.58;28.5;90;N/A;70;N/A;All Grain;N/A;N/A;corn sugar;170g;1046
232;20;20;1.06;1.01;6.48;17.97;4.58;25;90;1.048;72;N/A;All Grain;N/A;19;Sukkerlake;6 5 g sukker/l;18325
233;86;21.77;1.072;1.014;7.59;91.69;4.52;28.39;90;1.055;73;N/A;All Grain;N/A;N/A;N/A;N/A;1569
234;145;22.71;1.053;1.013;5.24;17.79;5.16;11.36;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;
235;12;20.82;1.07;1.017;6.87;17.15;28.97;26.5;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;453
236;10;21;1.053;1.015;4.97;35.03;10.29;11;60;1.1;35;N/A;extract;N/A;N/A;N/A;N/A;23391
237;10;41.64;1.054;1.011;5.57;69.49;5.39;60.57;90;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;380
238;7;22.71;1.079;1.018;7.98;0;7.34;30.28;90;1.059;75;1.75;All Grain;0.75;18.33;N/A;N/A;5889
239;92;20.82;1.053;1.014;5.13;27.22;12.01;28.39;90;1.039;65;1.5;All Grain;0.5;20;N/A;N/A;
240;170;7.57;1.052;1.013;5.13;14.42;4.01;7.57;60;N/A;35;N/A;extract;0.35;23.89;N/A;N/A;15224
241;92;20;1.049;1.011;5.03;14.92;20.24;9;75;1.109;50;N/A;Partial Mash;N/A;21;N/A;N/A;
242;65;20.63;1.064;1.012;6.79;79.58;5.11;24.61;60;1.054;35;N/A;extract;0.75;20;N/A;N/A;
243;75;22.71;1.053;1.013;5.25;24.54;6.32;28.39;60;N/A;75;N/A;All Grain;N/A;N/A;Corn Sugar;7/8 cup;
244;45;20.8;1.055;1.015;5.22;19.73;4.74;28.4;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;
245;30;20.82;1.054;1.013;5.29;25.08;4.56;26.5;60;1.042;70;N/A;All Grain;N/A;N/A;N/A;N/A;8363
246;94;20.82;1.049;1.012;4.84;32.74;3.79;26.5;90;N/A;68;N/A;All Grain;N/A;N/A;N/A;N/A;
247;1;9.46;1.055;1.015;5.23;21.66;4.41;11.36;30;1.046;35;N/A;extract;0.75;23.33;N/A;N/A;
248;155;20.82;1.06;1.017;5.7;30.37;13.41;11.36;60;1.111;25;N/A;extract;N/A;N/A;Corn Sugar;N/A;1116
249;7;19;1.064;1.016;6.32;0;6.84;23;60;N/A;64;N/A;All Grain;N/A;N/A;N/A;N/A;
250;37;22.71;1.069;1.017;6.77;38.63;40;28.39;90;1.055;85;1.75;All Grain;0.75;19.44;Keg;N/A;
251;143;45.42;1.056;1.015;5.42;16.31;20.14;51.1;75;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;14477
252;20;25.36;1.052;1.002;6.54;24.31;3.87;33.5;90;1.032;70;N/A;All Grain;N/A;N/A;N/A;N/A;
253;37;18.93;1.052;1.012;5.25;32.79;22.69;22.71;60;N/A;75;N/A;BIAB;N/A;N/A;N/A;N/A;314
254;86;20.82;1.075;1.014;7.95;64.87;12.08;29.53;75;1.053;75;2;All Grain;1;18.33;N/A;N/A;
255;12;18.93;1.05;1.013;4.85;0;32.15;24.61;60;N/A;72;N/A;All Grain;N/A;N/A;N/A;N/A;
256;175;20.82;1.035;1.008;3.48;29.43;2.9;11.36;60;N/A;35;N/A;extract;0.35;N/A;sugar;N/A;
257;86;39.75;1.189;1.038;19.85;165.28;6.79;47.32;120;1.159;80;N/A;All Grain;1;N/A;N/A;N/A;5889
258;10;18.93;1.065;1.018;6.12;38.79;3.99;22.71;60;N/A;75;N/A;All Grain;N/A;16.67;N/A;N/A;
259;113;20.82;1.061;1.017;5.76;32.89;19.88;26.5;60;N/A;83;N/A;All Grain;N/A;N/A;N/A;N/A;
260;120;20.82;1.073;1.02;6.95;66.15;13.17;24.61;60;N/A;65;N/A;All Grain;N/A;N/A;N/A;N/A;955
261;10;18.93;1.055;1.014;5.42;75.41;10.41;18.93;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;
262;174;22.71;1.072;1.014;7.63;64.11;24.7;28.66;60;1.052;70;N/A;BIAB;0.5;20;N/A;N/A;56565
263;10;12;1.049;1.011;5.03;31;5.85;19;60;1.031;65;N/A;BIAB;N/A;19;N/A;N/A;
264;4;22.71;1.066;1.016;6.63;49.61;17.09;32.18;60;1.047;72;N/A;All Grain;N/A;N/A;N/A;N/A;455
265;114;22.71;1.076;1.028;6.3;16.76;40;28.39;60;1.061;70;N/A;All Grain;N/A;N/A;N/A;N/A;1186
266;4;20.82;1.053;1.011;5.44;23.49;13.11;28.39;90;1.039;70;N/A;BIAB;N/A;21.11;N/A;N/A;5889
267;7;20.82;1.078;1.025;6.92;82.1;6.31;27.44;60;1.059;80;1.25;All Grain;1;16.67;Corn Sugar;n/a;
268;10;18.93;1.055;1.015;5.18;42.97;7.91;15.14;60;N/A;70;N/A;Partial Mash;N/A;N/A;N/A;N/A;
269;7;41.64;1.075;1.021;7.11;80.04;18.21;53;60;1.059;63;N/A;All Grain;0.75;17.78;Force Carbonation;12 PSI;15241
270;10;20.82;1.059;1.015;5.75;39.79;4.98;28.39;60;N/A;80;N/A;All Grain;N/A;21.11;Demerara Sugar;3.85 oz;
271;175;20.82;1.051;1.013;4.99;0;3.74;24.61;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
272;10;20.82;1.047;1.013;4.51;46.65;4.68;26.5;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
273;7;20.82;15.0428;3.75321;6.11;87.2;8.08;28.39;90;N/A;68;N/A;All Grain;1.25;18.89;CO2;10 psi;
274;37;21;13.1874;3.61072;5.15;29.06;22.65;26;75;N/A;80;N/A;All Grain;0.35;19;N/A;N/A;12772
275;132;43.53;1.09;1.021;8.95;83.29;39.77;53;90;1.074;75;1.33;All Grain;1.25;17.78;N/A;N/A;2111
276;86;18.93;1.089;1.022;8.73;145.85;38.71;13.25;60;N/A;99;N/A;extract;N/A;N/A;N/A;N/A;
277;4;20.82;1.047;1.009;5.01;29.82;12.26;28.39;90;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;1051
278;22;12.5;1.067;1.012;7.34;24.66;18.57;13.5;60;1.058;78;2.5;All Grain;0.5;20;Sucrose;N/A;
279;10;19.87;1.053;1.014;5.15;72.58;3.79;24.61;60;1.043;70;1.5;All Grain;0.75;18.33;N/A;N/A;20138
280;92;15.14;1.054;1.011;5.64;34.63;15.66;18.93;60;1.044;85;1.2;All Grain;N/A;N/A;corn sugar;3/4 cup;
281;7;20.82;1.063;1.011;6.91;71.93;6.81;26.5;75;1.05;65;1.33;All Grain;0.75;17.78;N/A;N/A;49876
282;46;3.79;1.156;1.031;16.38;0;6.74;3.79;1;N/A;100;N/A;All Grain;N/A;N/A;N/A;N/A;380
283;94;20.82;1.048;1.012;4.76;26.42;3.75;11.36;90;N/A;60;N/A;Partial Mash;0.75;19.44;Dextrose;3oz;
284;58;20.82;1.045;1.012;4.3;53.28;40;13.25;60;1.071;70;N/A;Partial Mash;0.75;20;Corn Sugar;N/A;20681
285;10;15.14;1.053;1.012;5.41;43.31;10.47;17.03;40;1.047;77;N/A;All Grain;N/A;N/A;N/A;N/A;314
286;104;22.71;1.098;1.005;12.22;0;4.29;22.71;1;N/A;100;N/A;All Grain;N/A;N/A;N/A;N/A;380
287;86;41.64;1.088;1.015;9.55;134.37;8.81;51.1;90;1.071;65;1.3;All Grain;1;19.44;N/A;N/A;15241
288;113;18.93;1.06;1.014;6.04;35.57;18.67;24.61;60;N/A;71;N/A;BIAB;N/A;N/A;corn surgar;4oz;1426
289;150;60.57;1.061;1.012;6.37;86.23;16.41;64.35;60;1.057;72;1.25;All Grain;1;N/A;N/A;N/A;29247
290;175;41.64;1.052;1.013;5.17;12.91;3.87;56.78;90;1.038;65;1.5;All Grain;N/A;N/A;N/A;N/A;
291;7;22.71;1.061;1.021;5.36;44.14;8.48;28.47;60;N/A;70;N/A;All Grain;0.75;20;N/A;N/A;11048
292;10;9.46;1.068;1.019;6.46;104.04;8.25;7.57;60;N/A;70;N/A;Partial Mash;0.35;17.78;N/A;N/A;
293;10;20;1.053;1.016;4.83;32.14;4.19;25;60;N/A;75;N/A;BIAB;N/A;N/A;N/A;N/A;
294;81;17;1.042;1.012;3.97;32.97;2.69;21;90;1.034;75;6.7;All Grain;N/A;12;N/A;N/A;21846
295;7;20.82;1.067;1.021;6.07;109.29;8.3;26.5;90;N/A;70;N/A;All Grain;N/A;N/A;Dextrose;3oz;
296;7;20.82;1.073;1.018;7.13;104.69;5.24;27.82;60;1.054;70;N/A;BIAB;0.35;20;N/A;N/A;41347
297;10;20.82;1.061;1.012;6.36;45.81;8.01;28.39;60;1.042;75;N/A;BIAB;N/A;19.44;N/A;N/A;5889
298;26;20.82;1.08;1.01;9.17;27.51;4.06;28.39;60;1.059;80;1.25;All Grain;0.5;24.44;N/A;N/A;56042
299;15;41.64;1.05;1.012;4.89;27.21;6.36;49.21;60;1.042;70;1.5;All Grain;0.35;21.11;N/A;N/A;
300;25;24.61;1.052;1.015;4.98;16.78;20.19;30.28;60;1.043;70;N/A;All Grain;N/A;18.89;Kegged;N/A;
301;7;20.82;1.075;1.019;7.29;0;6.38;27.44;60;1.053;70;1.5;All Grain;0.75;21.11;N/A;N/A;39959
302;7;21;1.071;1.02;6.78;55.04;11.75;28.5;60;N/A;75;N/A;All Grain;N/A;20;N/A;N/A;1046
303;132;20.82;1.101;1.025;9.9;60.65;40;28.39;60;N/A;75;N/A;All Grain;N/A;20;Corn Sugar;4 oz;
304;35;20.82;1.042;1.012;3.82;28.39;3.86;28.39;60;1.03;70;1.69;All Grain;0.5;21.11;Dextrose;5oz;26090
305;25;4.5;1.067;1.012;7.21;50.01;26.55;8;60;1.038;60;N/A;BIAB;N/A;22;N/A;N/A;18597
306;72;20.82;1.101;1.024;10.17;82.34;40;28.39;90;1.074;70;1.25;All Grain;0.35;19.44;N/A;N/A;345
307;114;20.82;1.052;1.015;4.91;31.39;40;22.71;60;1.048;35;N/A;extract;N/A;20;N/A;N/A;
308;7;20.82;1.062;1.015;6.26;69.81;6.5;26.5;60;N/A;75;N/A;All Grain;N/A;N/A;Keg;N/A;1128
309;21;12.5;1.092;1.013;10.34;32.51;21.33;13.5;60;1.071;80;2.8;All Grain;0.75;24;Sucrose + Yeast;N/A;
310;7;20.82;1.042;1.008;4.38;38.58;6.41;28.39;60;1.03;75;N/A;BIAB;0.75;19.44;N/A;N/A;13397
311;162;17.98;1.065;1.02;5.9;0;2.82;18.93;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;
312;92;22.71;1.054;1.015;5.22;26.43;18.3;29.34;60;N/A;71;N/A;All Grain;N/A;N/A;Cane Sugar;102g;2005
313;32;5.4;1.076;1.014;8.11;27.1;9.72;7.1;75;1.044;85;2.75;All Grain;1;19;N/A;N/A;
314;10;17.03;1.059;1.016;5.54;37.76;7.07;24.61;60;1.041;80;N/A;BIAB;0.5;22.22;N/A;N/A;
315;10;18.93;1.049;1.014;4.6;48.66;10.5;22.71;60;N/A;35;N/A;extract;0.35;18.33;N/A;N/A;
316;170;19.87;1.043;1.011;4.26;17.27;3.02;27.44;90;N/A;62;N/A;All Grain;N/A;N/A;Cane Sugar;185g;2005
317;171;19;1.065;1.016;6.43;14.5;6.82;23;90;1.054;70;3.5;All Grain;0.75;21;N/A;N/A;
318;90;50;1.05;1.014;4.67;19.6;4.15;57.6;60;1.043;70;2.8;All Grain;0.35;24;N/A;N/A;
319;7;19.87;1.069;1.015;7.05;90.86;5.87;11.36;60;1.082;35;N/A;extract;N/A;18.33;N/A;N/A;18665
320;7;20.82;1.066;1.016;6.47;67.99;14.87;11.36;60;N/A;70;N/A;Partial Mash;N/A;N/A;N/A;N/A;
321;7;18.93;1.058;1.016;5.47;70.94;10.86;20.82;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;737
322;26;18.93;1.09;1.017;9.6;40.15;7.28;22.71;60;N/A;35;N/A;extract;N/A;N/A;N/A;N/A;
323;7;18.93;1.072;1.018;7.07;0;11.24;9.46;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;
324;23;20.82;1.091;1.022;9.06;25.87;5.12;26.5;90;1.071;67;1.5;All Grain;N/A;N/A;N/A;N/A;
325;10;18.93;1.053;1.013;5.31;46.7;6.38;9.46;60;N/A;70;N/A;extract;N/A;N/A;corn sugar;3/4 cup;
326;129;20.82;1.08;1.02;7.77;35.66;47.34;28.39;60;1.058;70;1.5;All Grain;1;N/A;N/A;N/A;40209
327;10;19.87;1.057;1.018;5.08;40.08;6.58;31.23;90;1.036;70;1.5;All Grain;0.5;18.89;DME;Calculate;
328;162;79.49;1.069;1.025;5.85;28.78;41.87;87.06;60;1.063;82;1.5;All Grain;0.75;20.56;N/A;N/A;
329;7;20.82;1.063;1.013;6.49;86.33;9.49;27.25;60;1.048;75;1.5;All Grain;0.5;21.11;N/A;N/A;49797
330;92;18.93;1.068;1.014;7.07;0;16.04;24.61;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
331;86;53;1.067;1.015;6.83;83.43;4.98;28.39;90;1.125;77;1.5;All Grain;N/A;19.44;Forced CO2;N/A;
332;40;20.82;1.048;1.011;4.94;34.33;3.37;25.74;90;1.039;72;N/A;All Grain;1.5;13.89;N/A;N/A;15241
333;12;18.93;1.074;1.021;7.4;85.44;40;22.71;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;737
334;10;22.71;1.054;1.012;5.55;39.96;7.6;29.34;60;1.042;71;N/A;All Grain;0.75;18.33;N/A;N/A;455
335;132;20.82;1.098;1.024;9.61;86.79;40;26.5;90;N/A;65;N/A;All Grain;N/A;N/A;Force Carb;N/A;955
336;7;18.93;1.062;1.011;6.71;66.17;7.47;28.39;90;1.041;70;1.5;All Grain;0.5;20;N/A;N/A;28934
337;155;3.79;1.059;1.017;5.71;0;3.36;3.79;60;1.059;85;1.5;All Grain;0.35;20;N/A;N/A;40535
338;7;40;1.055;1.011;5.84;67.22;6.06;50;60;1.044;72;3;All Grain;N/A;18;N/A;N/A;33656
339;94;18.93;1.051;1.012;5.11;36.67;4.28;22.71;90;1.043;80;N/A;BIAB;N/A;N/A;N/A;N/A;314
340;132;41.64;1.136;1.031;13.69;79.54;50;58.67;120;1.096;70;1.5;All Grain;0.5;20;N/A;N/A;
341;167;170.34;1.044;1.011;4.32;22.25;7.19;179.81;90;1.041;70;N/A;All Grain;N/A;N/A;N/A;N/A;1164
342;145;8.06;1.07;1.018;6.85;14.14;16.65;11.36;60;N/A;50;N/A;extract;N/A;N/A;N/A;N/A;
343;132;20.82;1.09;1.021;8.99;93.05;32.93;28.39;60;1.066;80;1.5;All Grain;1;20;N/A;N/A;
344;30;28.39;1.041;1.009;4.2;8.77;4.58;34.07;60;1.034;75;N/A;BIAB;N/A;23.89;N/A;N/A;
345;7;41.64;1.063;1.01;7.08;49.78;9.01;47.32;60;1.056;72;N/A;All Grain;0.75;20;N/A;N/A;
346;86;20.82;1.096;1.025;9.3;130.65;37.45;24.61;60;N/A;50;N/A;Partial Mash;N/A;N/A;N/A;N/A;
347;20;20;1.069;1.022;6.14;25.48;10.28;28.5;60;1.043;70;2.6;All Grain;N/A;25;N/A;N/A;42028
348;111;20.82;1.063;1.016;6.16;68.35;7.67;28.39;60;N/A;78;N/A;All Grain;2;10;N/A;N/A;15452
349;85;20.82;1.107;1.024;10.92;64.61;19.23;26.5;60;1.084;70;N/A;All Grain;1.25;20;DME;4.5 oz;
350;23;23.5;1.072;1.009;8.73;31.71;3.23;28.6;90;1.04;75;2.5;All Grain;1;N/A;N/A;N/A;
351;7;20.82;1.061;1.019;5.56;86;10.98;11.36;60;N/A;65;N/A;extract;N/A;N/A;N/A;N/A;2684
352;10;21;1.055;1.01;5.86;35.56;5.22;19;90;1.06;79;3.4;All Grain;0.5;19;N/A;N/A;47957
353;7;18.93;1.063;1.016;6.2;78.19;10.59;18.93;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;
354;25;12.5;1.046;1.008;5.06;25.97;3.66;16;55;1.036;85;2.2;All Grain;0.5;26;Sucrose;N/A;
355;86;20.82;1.088;1.016;9.46;340.6;8.23;18.93;90;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;
356;68;19.87;1.052;1.014;5.08;50.48;4.4;26.5;60;N/A;75;N/A;All Grain;N/A;N/A;Dextrose;3.5oz;
357;170;10.6;1.047;1.013;4.43;20.6;6.13;14.2;60;N/A;65;N/A;All Grain;N/A;N/A;N/A;N/A;
358;7;643.52;1.067;1.012;7.23;98.21;6.46;711.66;75;1.061;88;1.25;All Grain;0.75;20;N/A;N/A;52796
359;148;22.71;1.06;1.01;6.82;60.68;27.58;26.5;30;1.052;79;1.61;All Grain;1;20;N/A;N/A;34123
360;10;7.57;1.07;1.018;6.91;38.14;16.01;13.25;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
361;134;22.71;1.051;1.005;6.09;26.05;5.98;32.18;90;1.036;73;N/A;All Grain;N/A;N/A;N/A;N/A;455
362;155;19.87;1.052;1.013;5.16;18.47;3.61;24.61;60;N/A;70;N/A;BIAB;N/A;N/A;N/A;N/A;993
363;15;20.82;1.056;1.011;5.95;33.98;10.08;26.5;60;N/A;72;N/A;BIAB;N/A;N/A;N/A;N/A;
364;44;22.71;1.041;1.004;4.89;0;8.67;22.71;0;1.041;75;N/A;All Grain;1;20;N/A;N/A;1100
365;10;11.36;1.053;1.013;5.31;55.16;6.13;13.25;40;1.046;80;N/A;BIAB;N/A;N/A;N/A;N/A;314
366;7;18.93;1.058;1.017;5.42;58.91;10.13;20.82;60;1.053;63;N/A;All Grain;0.5;15.56;N/A;N/A;24202
367;175;20.82;1.053;1.012;5.37;26.47;3.43;30.28;60;1.036;70;1.5;All Grain;N/A;N/A;N/A;N/A;
368;45;18.93;1.056;1.017;5.06;14.74;4.98;11.36;60;N/A;72;N/A;Partial Mash;N/A;N/A;N/A;N/A;
369;155;25;1.044;1.009;4.61;13.41;3.36;30;90;1.037;72;N/A;BIAB;N/A;18;N/A;N/A;18325
370;7;18.93;1.07;1.018;6.79;82.14;6.28;13.25;60;N/A;75;N/A;Partial Mash;N/A;N/A;Dextrose;3.5 oz;
371;163;17.03;1.068;1.018;6.52;41.68;15.97;24.61;90;1.047;70;1.25;All Grain;1.5;10;CO2;12lbs;396
372;170;18.93;1.057;1.013;5.72;14.83;6.07;24.61;60;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
373;12;20.82;1.053;1.017;4.75;22.82;35.67;13.25;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;820
374;175;20.82;1.052;1.013;5.01;8.9;4.12;11.36;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;316
375;37;20.82;1.057;1.018;5.13;79.13;34.11;13.25;90;1.089;70;N/A;Partial Mash;0.5;16.67;Corn Sugar;N/A;20681
376;162;10.41;1.089;1.025;8.46;16.28;40;11.36;60;N/A;70;N/A;extract;N/A;N/A;corn sugar;2 oz;
377;92;18.93;1.061;1.016;5.8;36.2;17.43;11.36;60;1.101;45;N/A;extract;N/A;N/A;N/A;N/A;30956
378;175;22.71;1.047;1.011;4.8;14.95;3.34;26.5;30;1.04;74;1.64;All Grain;0.75;18.89;N/A;N/A;34123
379;15;15.14;1.055;1.013;5.44;17.12;4.97;19.49;60;N/A;75;N/A;All Grain;N/A;18.33;table sugar - 3.5 vol;5 oz. assuming 3.75 gal;
380;170;48;1.052;1.012;5.31;12.17;4.8;60;90;1.042;75;2.5;All Grain;N/A;N/A;N/A;N/A;40623
381;86;41.64;1.081;1.015;8.73;84;32.38;49.21;90;1.069;68;1.36;All Grain;1;22.22;N/A;N/A;15241
382;170;18.93;1.048;1.012;4.76;16.84;3.17;9.46;60;N/A;90;N/A;extract;N/A;N/A;N/A;N/A;
383;7;25;1.058;1.014;5.79;38.55;5.93;28;60;1.052;77;3;All Grain;N/A;18;N/A;N/A;
384;94;25;1.05;1.013;4.97;25.43;3.29;28.5;70;N/A;80;N/A;All Grain;0.75;20;N/A;N/A;10010
385;31;41.64;1.051;1.013;5;20.26;3.16;49.21;80;1.043;73;1.5;All Grain;1.5;8.89;Force Carb;12 PSI;15241
386;45;18.93;1.088;1.02;8.95;38.58;33.19;18.93;60;N/A;70;N/A;extract;N/A;N/A;Priming Sugar;N/A;
387;86;18.93;1.091;1.023;8.96;113.94;9.53;11.36;60;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;582
388;45;18.93;1.052;1.011;5.38;27.92;6.1;23.66;75;1.042;63;1.25;All Grain;0.75;16.67;N/A;N/A;
389;86;15.14;1.072;1.014;7.57;100;8.69;17.98;60;N/A;78;N/A;BIAB;N/A;N/A;N/A;N/A;314
390;7;18.93;1.069;1.021;6.34;47.78;5.5;28.39;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;3209
391;145;20.82;1.053;1.015;4.99;14.69;8.07;26.5;60;N/A;80;N/A;All Grain;N/A;N/A;N/A;N/A;
392;23;20.82;1.09;1.023;9.65;24.89;9.04;26.5;60;1.071;75;1.4;All Grain;0.75;21.11;N/A;N/A;
393;7;19.68;1.059;1.014;5.88;58.23;5.2;28.39;60;1.041;70;N/A;All Grain;0.35;20;N/A;N/A;345
394;132;18.93;1.108;1.024;11.14;88.99;50;24.61;60;1.083;60;N/A;BIAB;0.75;18.89;N/A;N/A;
395;26;20.82;1.084;1.019;8.47;0;6.1;24.87;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
396;64;8.06;1.045;1.001;5.81;0;3.7;7.57;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;
397;92;20.82;1.054;1.013;5.34;29.37;27.63;24.61;60;1.046;70;1.5;All Grain;0.5;20;N/A;N/A;72040
398;129;18.93;1.062;1.014;6.29;41.36;23.06;18.93;60;1.062;35;N/A;extract;0.75;21.11;Kreamyx;1 package;9218
399;87;20.82;1.142;1.03;14.61;84.06;50;26.5;90;1.111;72;1.25;All Grain;1.25;20;Keg;N/A;
400;7;23;1.063;1.016;6.18;68.93;6.65;32.5;60;N/A;70;N/A;All Grain;N/A;20;N/A;N/A;1046
401;132;20.82;1.097;1.024;9.58;98.84;50;28.39;60;1.071;70;1.5;All Grain;N/A;N/A;N/A;N/A;
402;132;37.85;1.089;1.021;8.98;61.1;40;53;60;N/A;25;N/A;extract;N/A;N/A;Corn Sugar;6.6oz to 1 cup water;3785
403;7;18.93;1.066;1.018;6.34;65.01;8.19;24.61;60;1.051;75;N/A;All Grain;N/A;20;N/A;N/A;8348
404;159;22.71;1.05;1.013;4.85;28.92;7.49;26.5;60;1.043;72;2.18;All Grain;0.75;10;N/A;N/A;
405;129;18.93;1.064;1.019;5.93;33.81;25.9;22.71;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;
406;162;43.53;1.06;1.015;5.86;32.75;40;53;90;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;380
407;162;20.82;1.054;1.013;5.31;22.34;38.61;28.39;60;N/A;65;N/A;All Grain;N/A;N/A;N/A;N/A;8661
408;132;20.82;1.093;1.023;9.11;43.36;40;27.44;70;1.07;73;N/A;All Grain;N/A;N/A;N/A;N/A;
409;68;41.64;1.05;1.013;4.86;19.43;14.37;49.66;75;N/A;67;N/A;All Grain;0.75;19.44;N/A;N/A;
410;7;11;1.056;1.012;5.69;45.04;6.79;16;60;1.038;60;3;All Grain;N/A;18;N/A;N/A;
411;4;27;1.052;1.007;5.98;35.4;12.53;40;60;1.035;64;3;All Grain;N/A;22;N/A;N/A;33656
412;129;29;1.061;1.014;6.17;29.71;40;35;75;1.051;75;2.5;All Grain;0.5;20;N/A;N/A;16724
413;7;16.09;1.07;1.018;6.79;111.94;4.45;23.66;90;1.047;75;N/A;BIAB;0.75;16.67;N/A;N/A;
414;86;20.82;1.065;1.013;6.87;132.56;7.06;24.61;90;1.055;70;1.5;All Grain;0.75;18.89;N/A;N/A;
415;21;20.82;1.093;1.021;9.51;48.33;26.84;13.25;60;1.147;35;N/A;extract;2;23.33;N/A;N/A;
416;7;20.82;1.072;1.019;6.95;116.08;40.69;26.5;60;1.056;75;N/A;All Grain;N/A;N/A;N/A;N/A;1186
417;10;25;1.052;1.01;5.42;37.02;5.78;29;60;1.045;72;N/A;All Grain;N/A;18;Sukkerlake;6 g sukker/l;18325
